ref,date,riskRating,category,location,details
SCA14.0310,2014-06-18,Information,,,[REDACTED] says SCA staff member in phone tent pushed her and hung up the phone while she was talking.
SCA14.0339,2014-06-24,Information,,,"[REDACTED 1] reported to CW about an incident the day before. A guard stopped him to ask for ID. [REDACTED 1] swore and tried to walk past her. He remembered the ID was on the soccer field. [REDACTED 2] apologised to the guard for [REDACTED 1]'s behaviour. The guard then yelled ""shut up"" at [REDACTED 2], threatened to call the Police and said they were going to write a letter to Immigration so that they would be locked up forever."
SCA14.0545,2014-08-01,Information,,,[REDACTED] stated to SCA worker that she would harm herself and end her life
SCA14.0709,2014-09-03,Information,,,"[REDACTED] stated that he got the scratch on his face from a argument with another child, that child's father later confronted him and pushed him over."
SCA14.0714,2014-09-04,Information,,,[REDACTED] has threatened self harm due to her appointments at the RON always being cancelled.
SCA14.0876,2014-10-06,Minor,,,[REDACTED 1] accompanied by [REDACTED 2] to IHMS rather than her mother as he mother was unwell. Mother however did not sign consent form to allow this.
SCA14.0907,2014-10-09,Minor,CONTRABAND,"RPC1, RAA",CSPW VISITED [REDACTED] IN THE RAA ACCOMM AT APPROX 21:30 ON 8/10/2014. DURING A CONVERSATION [REDACTED] ADVISED THAT SHE HAD BEEN TAKING SLEEPING TABLETS THAT WERE PROVIDED TO HER BY AN ADULT. [REDACTED] SAID THAT SHE UNDERSTOOD I WOULD REPORT WHAT SHE HAD TOLD ME AND STATED THAT SHE WOULD NOT TELL WHO HAD GIVEN THEM TO HER.
SCA14.0927,2014-10-14,Minor,,,[REDACTED 1] seen hitting [REDACTED 2].
SCA14.0930,2014-10-14,Information,Program Concern/Issue,RPC1 School,Welfare task document was found on ground by [REDACTED] and handed in to Wilsons by CW.
SCA14.0981,2014-10-22,Minor,UNACCOMPANIED MINOR,RPC3,UNACCOMPANIED MINOR AT RPC3
SCA14.1201,2014-12-20,Major,,,CSPW WAS FOLLOWING UP ON AN INCIDENT WHEN [REDACTED] HAD TRIED TO SELF HARM DURING A RAID ON HIS ROOM. [REDACTED] THEN BAGAN TO BECOME HOSTILE AND THREATENED TO SWALLOW A RAZOR BLADE IF IT WAS TO HAPPEN AGAIN. HE HAD A RAZOR BLADE IN HIS POSITION
SCA14.1110,2014-11-26,Minor,,,Aggressive behaviour by bus driver towards students and SCA staff
SCA14.0621,2014-08-21,Minor,,,[REDACTED] unable to cope with timetable changes and yelling at teacher. Do not follow instructions. Taking things from other rooms. Swearing in class. Head-butted another student. Verbal racist abuse to new students.
SCA14.0623,2014-08-21,Minor,,,Student yelled at teacher in class because of schedule changes. Stole an orange from canteen. Swore at teacher. Attempted to bump teacher and accuses her of touching him. Refuses to follow instructions. Tipped drink on the floor.
SCA14.0624,2014-08-21,Minor,,,Not following instructions. Verbally abusive. Play fighting in class.
SCA14.0677,2014-08-28,Minor,,,Teacher snatched item from student. Refuses to teach child.
SCA14.0898,2014-10-08,Information,Bullying & Harrassment,"RPC1, SCHOOL","[REDACTED] IS RELUCTANT TO COME TO CLASS AND RELUCTANT TO TALK:
 [REDACTED] - IF YOU DON‰Û¡ÌÝå»T CHANGE MY CLASS, I REPORT YOU
 ME: ABOUT WHAT? YOU HAVE NOTHING TO COMPLAINT ABOUT
 [REDACTED] - IF I COME TO SCHOOL TOMORROW, I BREAK THE CLASS
 ME: YOU ARE BULLYING ME AND THREATENING ME, YOU NEED TO THINK ABOUT WHAT YOU ARE SAYING
 [REDACTED] - IM NOT BULLYING YOU."
SCA14.0256,2014-05-22,Minor,,,[REDACTED] refused to follow instruction in class. Wilsons intervened. Banned from soccer as a consequence.
SCA14.0441,2014-07-10,Minor,,,School student using threatening and obscene language and gestures
SCA14.0164,2014-04-05,Information,SELF-HARM THREAT,,"[REDACTED] told caseworker that she had been told to ""fuck off"" by security staff after advising them she had missed out on medication at IHMS due to other clients pushing in. She became distressed at being spoken in this manner and went back to her room and was banging her head with her fists. She expressed suicidal ideation to SCA caseworker."
SCA14.0179,2014-04-11,,SELF-HARM THREAT,,Significent mental health issues. Sharpened pencil with razor and said she accidently cut her wrists.
SCA14.0381,2014-06-29,Information,,,[REDACTED 1] approached case worker in RPC3 and told on an incident the previous day where [REDACTED 2] put a cable tie around her neck and stopped breathing. Taken to IHMS. Other wellbeing issues raised during the discussion.
SCA14.0421,2014-07-07,Minor,,,"[REDACTED] had fallen down the stairs from the female toilets, for the 2nd time. She was taken to IHMS after an ambulance did not arrive."
SCA14.0439,2014-07-10,Major,,,Sexualised behaviour from a child
SCA14.0474,2014-07-19,Information,,,"Client [REDACTED] experiencing abdominal pain, headaches and concern for her unborn baby"
SCA14.0613,2014-08-20,Minor,,,"Client approached writer, and had been crying. Another beneficiary had been telling stories of sexual assault on Christmas Island. He has also been acting inappropriately, asking to look at other transferees breasts. She felt like self harm but did not discuss this further"
SCA14.0795,2014-09-28,Major,,,[REDACTED 1] and [REDACTED 2] threatened suicide if any refugees from Christmas Island are transferred to Australia.
SCA14.0852,2014-10-02,Minor,SELF-HARM THREAT,RPC3,"I MET WITH [REDACTED 1] WITH DIBP INTERPRETER [REDACTED 2], TO ENABLE ME TO PROVIDE FEEDBACK FOR SME. IN THE CONVERSATION HE MADE THREATS TO FURTHER SELFHARM. HE SAID THAT HE WOULD CRUSH HIS NOSE AND WHEN HE LEFT THE RPC, ASKED FOR COMPENSATION. HE ALSO STATED THAT HE WOULD HANG HIMSELF. HE SAID THAT HE IS REFUSING TO SPEAK TO ANY IHMS STAFF AS HE KNOWS THEY WILL NOT RESPOND. CM WARNED THAT IT COULD MAKE THE SITUATION WORSE AND STONGLY REASONED WITH HIM NOT TO DO THIS. [REDACTED 1] STATED THAT HE HAS BEEN TOLD THAT THERE IS A LETTER WHICH IHMS HAVE WRITTEN FOR DIBP TO APPORVE HIM TO GO TO AUSTRALIA ON MEDICAL GROUNDS, BUT HE IS ANGRY AS HIS FRIENDS WHO HAVE BEEN IN A SIMILAR SITUATION HAVE BEEN SHOWN SUCH LETTERS AND HE HAS NOT SEEN HIS."
SCA14.0853,2014-10-02,Information,INFORMATION,RPC3,"I AM WRITING THIS REPORT ABOUT AN INCIDENT WHICH TOOK PLACE ON 29/09/2014. I DID NOT SEE HIS FRIEND, [REDACTED 1] WHO HAD SELF HARMED. BOTH [REDACTED 2] AND [REDACTED 1] HAVE MEDICAL ISSUES THEY ARE SEEKING TO GO AUSTRALIA FOR AND BOTH ARE INVOLVED IN THE PROTESTS. [REDACTED 2] CLAIMS SECURITY STAFF PRESENT AT THE TIME PREVENTED HIM FROM SEEING [REDACTED 1]. DURING THE CONFRONTATION [REDACTED 2] CLAIMS THAT HE WAS SUBJECTED TO WHAT HE CONSIDERS AS ""EXCESSIVE FORCE"" BY SEVERAL SECURITY STAFF. [REDACTED 1] HAS TOLD ME ON NUMEROUS OCCASIONS THAT HE WANTS TO LODGE A COMPLAINT AS HE FELT THE SECURITY STAFF HAVE USED UNNECESSARY FORCE ON HIM. I HAVE OBSERVED THAT [REDACTED 1] HAS SUSTAINED SCRATCH MARKS, ALONG WITH SIGNIFICATE BRUISING ON HIS SHOULDERS, HAND AND OTHER PARTS OF THE BODY."
SCA14.1121,2014-11-28,Minor,INFORMATION,AREA 1 TOILETS,[REDACTED] SLIPPED OVER ON SOME STAIRS OUTSIDE THE BATHROOM IN AREA 1 OPC 3 CAUSING HER TO HURT HER BACK AND WAS TAKEN IHMS. NOTHING HAS BEEN DONE TO IMPROVE THE STAIRS
SCA14.1132,2014-11-30,Minor,,,[REDACTED] stated that she would set herself on fire if IHMS did not address her health issues
SCA14.0048,2014-02-07,Information,Concern for minor raised,RPC3,"The CW was speaking with [REDACTED 1] and his [REDACTED 3] using an interpreter. The CW was following up on an Incident Report made by a Wilson CSO stating that [REDACTED 1] had been sexually abused on 5/2/14. [REDACTED 1] did not disclose that this abuse had happened.
 [REDACTED 1] did, however, speak about another man named '[REDACTED 3]' who sometimes steps on his hands, kicks, punches and grabs [REDACTED 1]. [REDACTED 1] said this mainly happens when he is drinking water by the top. [REDACTED 1] stated that '[REDACTED 3]' is [REDACTED]"
SCA14.0049,2014-02-07,Information,Bullying & Harrassment,,"CSPW was speaking with [REDACTED 1] and his aunty [REDACTED 2], following up on an Incident Report made by Wilsons CSO stating that Haider had been sexually abused on 5/02/2014. [REDACTED 1] did not disclose that this abuse happened, but he said that another man named '[REDACTED 3]' steps on his hands, kicks, punches and grabs [REDACTED 1]. He stated that '[REDACTED 1]' is [REDACTED]."
SCA14.0050,2014-02-08,Information,Concern for minor raised,,CSPW accompanied [REDACTED 1] as a support person in a police interview regarding the sexual assault. CSPW is concerned that [REDACTED 2] may be at risk of being physically harmed by his [REDACTED] due to the allegations.
SCA14.0064,2014-02-19,Minor,Misbehaviour,,Allegation by parent that [REDACTED 1] pulled down the pants of [REDACTED 2]
SCA14.0139,2014-03-25,Major,Complaint,,"[REDACTED 1], [REDACTED 2], [REDACTED 3] - [REDACTED 1] appeared to limp and non-responsive. Wilsons took a long time to respond."
SCA14.0096,2014-03-06,Minor,Complaint,,"Alleged assault [REDACTED 1] made allegations that a Nauru security guard had hit his son, [REDACTED 2] across the face."
SCA14.0263,2014-05-26,Minor,,,"[REDACTED 1] visibly distressed with clear scratch marks and wounds on his face. Incident will be discussed between CSPW, [REDACTED 2] and [REDACTED 3]."
SCA14.0405,2014-07-04,Minor,,,"[REDACTED 1] and [REDACTED 2] allege they have heard children in tent opposite (Area 9, tent 76) being hit by parents. They also allege a stick is used in these assaults, though do not know the identities of the victims."
SCA14.0606,2014-08-18,Minor,,,[REDACTED] allegedly swore in Arabic at another asylum seeker during a football game. He refused direction from staff and negotiation was unsuccessful. The game was abandoned.
SCA14.0171,2014-04-07,,Complaint,,Wire mesh unravelled to gain entry. Items stolen- Request to put wooden roof
SCA14.0264,2014-05-26,Information,SELF-HARM THREAT,,"I was in tent 80 (rec tent) in UAM camp after a meeting with all UAMS. I was approached by UAM [REDACTED] who sat down to speak with me. Also present was a DIBP interpreter. [REDACTED] asked me if I was aware of his incident a couple of nights ago. I told him I was and explained my understanding. He said he was not happy with staff who spoke to him that night.. He felt staff were disrespectful to him when he asked about making a complaint and he thought they were laughing at him and he felt embarrased. He then said to me ""If it happens again, I may do it again"". I believe he was referring to self harming again."
SCA14.0009,2014-01-08,Minor,Misbehaviour,,"Children, particulary [REDACTED 1] and[REDACTED 2], fighting over balls"
SCA14.0063,2014-02-18,Minor,Misbehaviour,,[REDACTED] refused to leave recreation tent.
SCA14.0175,2014-04-09,Not Rated,Physical Violence,,Discussion with parent of [REDACTED] concerning [REDACTED]'s behaviour hitting a small girl. Resulting in not allowing [REDACTED] to go to recreation until Saturday
SCA14.0072,2014-02-21,Major,Concern for minor raised,RPC3,"Theresa & I were requested by Wilson's security to attend an Incident at a family tent.
 Father [REDACTED 1] / Mom [REDACTED 2] / Son [REDACTED 3] / Daughter [REDACTED 4]
 Wilson's were advised by an unrelated transferee of a father hitting his children
 Wilson's attended [REDACTED 5]' listened outside, heard a thump sound, opened the tent & saw daughter holding her belly.
 Theresa & I attended, but made contact with [REDACTED 6] (Save - child protection worker) who contacted the family case worker
 [REDACTED 7] (Wilsons) asked we liaise with their nightshift handover 'Whiskey 3' on [REDACTED]"
SCA14.0113,2014-03-10,Minor,Threat of Self Harm,,[REDACTED 1] reported [REDACTED 2] became distressed and volitile in response to a verbal argument
SCA14.0291,2014-06-12,Minor,,,"EMP 100 was found by SCA staff attempting to climb onto a table from a stool however was stuck due to not being able to pull herself up and was very distressed. SCA staff [REDACTED 1] picked up [REDACTED 2] to prevent her falling and consoled her until her mother, [REDACTED 3] arrived and took the child."
SCA14.0517,2014-07-27,Information,,,Client LEL048 disclosed to SCAA worker that she was not coping with camps conditions had slapped her son LEL042 across the face.
SCA14.0148,2014-03-30,Not Rated,Fighting,,A physical altercation between [REDACTED 1] and [REDACTED 2] at the gym
SCA14.0025,2014-01-17,Information,Concern for minor raised,,"Verbal argument started in the playground at Nauru secondary College, between [REDACTED 1] and [REDACTED 2], resulting in [REDACTED 1] punch [REDACTED 2]."
SCA14.0696,2014-08-31,Minor,,,"Elderly man seen grabbing [REDACTED] by her arm and smack her on her rear, causing [REDACTED] to be pushed forward and cry. He then walked [REDACTED] to her mother and smacked her again."
SCA14.0805,2014-09-28,Information,Concern for minor raised,RPC3 - Volleyball area,"CSPW [REDACTED 1] was speaking with [REDACTED 2] regarding the recent events and making enquiries regarding the welfare of his son [REDACTED 3] (6 years old).
 [REDACTED 2] was indicated that he is not able to look after himself and is barely able to look after his son in this present unrest.
 I attempted to develop a safety plan for [REDACTED 3] with [REDACTED 2] and I asked if there was another family that could care for [REDACTED 3] and he said no.
 [REDACTED 2] said that [REDACTED 3] was with him the other night when the father self-harmed in the volley ball area.
 [REDACTED 2] said that there was no warning that the client would harm himself and all the children saw it happen.
 [REDACTED 2] said that [REDACTED 3] will not be attending school next week and that they are planning a big protest in 5 days time.
 I asked [REDACTED 2] if he could tell me what they were planning to do and he said no. I asked if [REDACTED 3] would be with him at that time and he said that if [REDACTED 3] dies he dies.
 [REDACTED 2] was challenging throughout the conversation, stating that living in the camp is a huge injustice to all the clients."
SCA14.0815,2014-09-29,Information,,,[REDACTED] stated that when she requested to have longer in the shower to wash her sons hair a guard said that she would have to show her naked body to him. [REDACTED] stated that this behaviour from guard has increased and clients are exchanging cigarettes for sexual favours with client but clients are afraid to complain as they think it will effect their RSD hand downs.
SCA14.0835,2014-09-30,Information,,RPC3 - Mess,"During an interview with [REDACTED] she informed me that most asylum seekers will not be attending the mess to eat or drink this evening (30/9/2014)
 [REDACTED] also said that it will not be safe for staff to come into RPC3 in the next couple of days.
 She gave no further information."
SCA14.1251,2014-05-07,Minor,Bullying & Harrassment,RPC1 ADMIN,TSL RECEIVED A COMPLAINT REGARDING [REDACTED] BEING ABUSED
SCA14.0075,2014-02-22,Major,Self-Harm,RPC3 Safs,"SCA CM met with [REDACTED 1] to conduct a welfare check at approx 11am - [REDACTED 1] disclosed to SCA CM [REDACTED 2] that she had take then entire contents of her monthly family planning pill. SCA CM [REDACTED 2] asked her what time she took the pills, [REDACTED 1] said that she couldn't remember the time. She informed SCA CM that she had no physical issues. And also that she had taken the pills yesterday the 21/2/2014. She stated that she could not remember the time.
 SCA CM asked [REDACTED 1] if anyone had been with her or she had disclosed to anyone else. She informed SCA CM that her friend was with her in the tent when she took the pills. Despite prompting from SCA CM she would not discolose who the friend was."
SCA14.0138,2014-03-24,Major,Bullying & Harrassment,OPC3 - SAFs,"SCA CM met with [REDACTED 1] and Wilsons Security officer [REDACTED 2] at approx 11.30am - [REDACTED 1] informed SCA CM [REDACTED 3], that last night at approx 3am she was assaulted by [REDACTED 4] - [REDACTED 2] from Wilsons informed SCA CM - that an incident report has been lodged re: assault. [REDACTED 1] informed SCA CM and [REDACTED 2] WSO that she is frightened. She stated that [REDACTED 4] threatened that she would kill her. [REDACTED 1] said that the situation is affecting her ability to sleep, to shower, eat and she says she feels unsafe."
SCA14.0440,2014-07-10,Information,,,Concern for wife's welfare in Wickham Point Detention. She is threatening to kill people.
SCA14.0641,2014-08-23,Information,,,"CSO Nasrin and writer were talking with [REDACTED 1] who appeared distressed. She complained about their family being separated, with her husband in Australia for medical treatment. She feels she has been treated unfairly by Immigration who had allegedly promised to keep them together. She feels she has no option but to kill herself to save her children."
SCA14.0701,2014-09-01,Major,SELF-HARM THREAT,RPC3 - Area 3,"CW was speaking with [REDACTED 1] at her tent to encourage her to attend an IHMS appointment tomorrow. [REDACTED 1] stated that she does not wish to go because she has lost the will to live and that she has wanted to die for a long time now, approximately 3 months. [REDACTED 1] stated that she could kill herself quickly with a sharp knife but that she has tried to get one and has been unable to and now she has given up. CW asked if she found a shape knife would she still kill herself and client stated that she would, but she has tried hard to get one and she can't. CW discussed immediately with Welfare Officer [REDACTED 2] (Wilsons Security)"
SCA14.0806,2014-09-28,Information,SELF-HARM THREAT,RPC3 - Volleyball court,"CW [REDACTED 1] and CW Manager [REDACTED 2] were having an extended conversation with various men who had stitched their lips together, with the assistance of TIS interpreter [REDACTED 3]. During the conversation a small crowd gathered and at approximately 1400 hours [REDACTED 4] entered the conversation and stated that people in the camp are very desperate. [REDACTED 4] explained that he is aware of a plan for at least 15 people to complete mass suicide by using fence posts (star pickets) as skeweres to stab themselves in the heart. [REDACTED 4] stated that he is not aware of the date for this plan. [REDACTED 4] stated that definitely more people will stitch their lips"
SCA14.0807,2014-09-28,Information,Program Issue,RPC3 - Volleyball court,"CW [REDACTED 1] and CW Manager [REDACTED 2] were having an extended conversation with various men who had stitched their lips together. During the conversation various men stated that when they hold protests at night they want to be peaceful because they have their children there, but that the Wilson's officers are trying to make them angry and make them fight and provoke them. The men stated that the Wilson's officers laugh at them and dance around and mock them when they are chanting. The men stated that for the first half an hour the cameras are on but after that the Wilson's Officers turn them off and run through the protest trying to 'skirmish at them'. The men stated that the asylum seekers always remain peaceful despite the provocation."
SCA14.0816,2014-09-29,Minor,,,[REDACTED] informed SCA staff that she would kill herself as soon as she found a way to do it.
SCA14.0843,2014-10-01,Minor,,,[REDACTED 1] told [REDACTED 2] that he doesn‰Û¡ÌÝå»t care about anything anymore and will maybe kill himself tomorrow
SCA14.0854,2014-10-02,Information,INFORMATION,"RPC1, IHMS","CW [REDACTED 1] HAD A CONVERSATION WITH [REDACTED 2] IN THE IHMS WAITING ROOM. [REDACTED 2] INFORMED CW THAT SHE HAD A CONVERSATION WITH [REDACTED 3) LAST NIGHT IN WHICH [REDACTED 3] STATED THAT SHE WANTS TO DIE BUT DOESN'T WANT MEN TO TOUCH HER BODY AND THAT SHE WILL HARM HERSELF. CW CLARIFIED WITH [REDACTED 2] THAT [REDACTED 3] HAD STATED THAT SHE WILL HARM HERSELF AND [REDACTED 2] CONFIRMED YES, SHE DID THAT."
SCA14.1146,2014-12-03,Minor,,,"sca Staff [REDACTED 1] observed [REDACTED 2] colouring in at Rec tent when her Father [REDACTED 3] approached and proceedud to speak with [REDACTED 2] in an angry tone. [REDACTED 2]s Mother explained [REDACTED 2] had not eaten all day and her Father was angry. [REDACTED 3] moved toward [REDACTED 2] and slapped her across her head lightly 3 times then picked up a chair, raised it above his head as if to hit [REDACTED 2] with it. SCA [REDACTED 1] intervened. [REDACTED 3] put the chair down and they all went to their room. [REDACTED 1] informed Wilsons Whiskey Team"
SCA14.0415,2014-07-06,Minor,,,Client was playing soccer and twisted ankle. Taken to IHMS
SCA14.1235,2014-01-28,Minor,FIGHTING,"RPC3, OUTSIDE TENT 4.6.2",CSO [REDACTED 1] AND MYSELF HEARD TRANSFEREE [REDACTED 2] YELLING AND THEN THROWING ROCKS AT [REDACTED 3]
SCA14.0146,2014-03-30,Not Rated,Fighting,,A physical altercation between [REDACTED 1] and [REDACTED 2] at the gym
SCA14.1026,2014-03-30,Not Rated,Fighting,,A physical altercation between [REDACTED 1] and [REDACTED 2] at the gym
SCA14.0233,2014-05-12,Minor,,,Verbal argument between SCA staff and client [REDACTED] resulting in a complaint
SCA14.0511,2014-07-26,Major,,,Physical altercation between [REDACTED 1] and [REDACTED 2] (both UAMs) on bus between Echo point and gate three RPC3
SCA14.0847,2014-10-02,Not Rated,,,[REDACTED 1] handed cigarette lighter to teacher and said he got it on the bus.
SCA14.0922,2014-10-12,Information,INFORMATION,"RPC1, SCHOOL",PARENT HELP INVERVENED WITH A STUDENT WHEN HAVING A TIME OUT CAUSE THE CHILD FURTHER UPSET.
SCA14.1077,2014-11-19,Information,,,"CLIENT MAY HAVE PREVIOUSLY SELF-HARMED, MAY OR MAY NOT ATTEMPTED AGAIN IN THE FUTURE, NO DATE PROVIDED"
SCA14.0019,2014-01-15,Minor,Fighting,RPC1 - School,"Whilst sitting in school yard listening to music through earplugs, [REDACTED 1] was set upon by [REDACTED 2] where he pushed a fully blown up balloon into her face, trying to pop it & then kicked her violently in the calf of her leg causing prolonged pain. [REDACTED 1] was very upset and reported the incident to Save the children [REDACTED 3] who seemed to have seen the tail end where [REDACTED 1] was very upset & was yelling at [REDACTED 2] who was walking away."
SCA14.0129,2014-03-15,Minor,Complaint,,"1530 hours, received a complaint from [REDACTED 1] that a male transferee had made death threats."
SCA14.0552,2014-08-04,Information,,,Client [REDACTED] was asked to either come into class or return home by a SCA teacher. Client became angry and verbally abused the teacher.
SCA14.0013,2014-01-13,Minor,,NSS,A girl was playing with a mouse when it bit her on the right thumb. She reported it to [REDACTED] - save the children at 1430. He rang IHMS and they asked to see the child re: tetanus injection. She was brought back to camp where her parents took her to IHMS.
SCA14.1210,2014-12-22,Minor,,,SCA AND WILSONS GUARD SPOKE TO [REDACTED] ABOUT HIM MISBEHAVING. ALI SAID HE WANTED TO DIE
SCA14.0792,2014-09-27,Information,Misbehaviour,RPC3 - Volleyball area,"Wilson security allowed SCA staff members [REDACTED 1] & [REDACTED 2] to escort UAMs to the mess at approximately 12.15pm. UAM [REDACTED 3] sat in the mess with his girlfriend and then moved out of the mess to sit in the volleyball court area despite directions from both Wilsons & SCA staff to remain in the Mess. One Wilson staff & one SCA staff [REDACTED 4] remained in Volleyball court area. Two SCA staff ( [REDACTED 1] & [REDACTED 1]) remained in mess with the other UAMs. A disturbance occurred in the family camp area (people running & yelling). UAMs as mentioned above walked to wards exit of mess tent and continued towards the disturbance despite instruction from Wilsons & SCA staff to remain in the mess. [REDACTED 5], [REDACTED 6], [REDACTED 7], [REDACTED 8] and [REDACTED 9] continue to remain in family camp area."
SCA14.0959,2014-10-19,Major,Self-Harm,"RPC1, RAA",ON THE 18TH OF OCT 2014 AT 10:34 AT RAA BLOCK A CODE BLUE INCIDENT OCCURRED BY AN A/S [REDACTED] BY CUTTING HER LEFT WRIST USING A SHARP BLADE FROM A SHAVER.
SCA14.0617,2014-08-20,Information,,,"Writer received information that some UAMs were watching offensive material (pornography) on SCA supplied DVD players, and smoking cigarettes. Information supplied of culture of bulling/aggressive behaviour and verbal abuse. Informants report feeling intimidated and bullied. Reports have been submitted over 4 months with no action."
SCA14.0386,2014-07-01,Information,,,[REDACTED 1] informed case worker that her daughter [REDACTED 2] would slit her wrists and kill herself is she was not reunited with her fiancÌÎå© by Thursday. He finance is in RPC2.
SCA14.0956,2014-10-18,Minor,,,"Client has refused to attend school or socialise, after receiving negative decision from hand down recently"
SCA14.1161,2014-12-06,Not Rated,,"RPC3, FAMILY TENT",[REDACTED 1] INFORMED MYSELF ([REDACTED 2] INGHAM SCA CASE WORKER) THAT 3 DAYS AGO THEY FREQUESTED AN IHMS APPOINTMENT AND INFORMED IRANIAN OFFICER THAT HIS DAUGHTER [REDACTED 3] HAD BEEN COUGHING UP BLOOD. SCA CASE WORKER THE ASKED [REDACTED 3] AND [REDACTED 3] REPORTED THAT SHE WAS COUGHING UP BLOOD TWO WEEKS AGO BUT SHE HAD NOT COUGHED UP BLOOD IN APPROXIMATELY 10 DAYS. [REDACTED 3] STATED HER NECK WAS SORE AND SHE FELT LIKE SOMETHING WAS STUCK IN HER NECK.
SCA14.1165,2014-12-07,Information,THEFT,"RPC3,AREA 1","[REDACTED 1] AND [REDACTED 2] ([REDACTED 1] AND [REDACTED 2] REPORTED TO SENIOR CSPW [REDACTED 3] THAT ON FRIDAY 28TH NOV THEIR ROOM HAD BEEN SEARCHED WHILST RECEIVING THEIR RSD HANDDOWN. [REDACTED 1] REPORTED THAT WHEN THEY RETURNED TO THEIR TENT BELONGINGS WERE ""IN MESS ALL OVER THE TENT AND THE SHEETS, BLANKETS AND ONE OF [REDACTED 2]'S DRESSES HAD BEEN TRODDEN ON AND THAT THEIR WERE DIRTY FOOTPRINTS ON THESE THINGS"". IN ADDITION TO THIS [REDACTED 2] REPORTED THAT HER MATCHING OPAL EARRINGS, RING AND NECKLACE HAD BEEN STOLEN. [REDACTED 1] REPORTED THAT THESE ITEMS WERE IN HER TENT PRIOR TO THE RSD INTERVIEW."
SCA14.0855,2014-10-03,Minor,,,[REDACTED] indicated cutting her wrists while discussing her concerns with her teacher on the school bus
SCA14.0089,2014-03-03,Minor,Complaint,,"while supervising the activities in the child recreation tent I witness [REDACTED 1] and [REDACTED 2] in an altercation, [REDACTED 2] kicked [REDACTED 1] in the leg, both males seperated"
SCA14.0262,2014-05-22,Not Rated,,,"22:43 -[REDACTED] approached staff and asked for his razor. As he presented in a calm and reasonable manner, he was provided with his razor. 22:53 -SCA staff checked the showers for [REDACTED] and were unable to locate him. SCA staff continued to look until 23:12 they located him in his bedroom with blood on his arms, legs and on the bed. [REDACTED] taken to IHMS. Wilsons Security, SCA Op's Mgr and UAM Mrg informed and updated."
SCA14.1028,2014-05-22,Information,Self-Harm,OPC3 UAM area,"[REDACTED] found in room with a razor and superficial cuts to arms and legs, and blood on bed. Taken to IHMS."
SCA14.0532,2014-07-29,Information,,,"[REDACTED] stated to SCA worker that he is tired of Nauru and could kill himself, but wouldn‰Û¡ÌÝå»t do it"
SCA14.0738,2014-09-15,Minor,,,[REDACTED] told teacher he wanted to kill himself five times. UAM team contacted.
SCA14.0858,2014-10-03,Information,INFORMATION,"RPC1, SCHOOL","I WAS TALKING TO [REDACTED] ACKNOWLEDGING HIS RETURN TO SCHOOL AS HE HAD NOT ATTENDED ALL WEEK. HE SAID HE WAS PARTICIPATING IN THE PROTESTS BY NOT ATTENDING SCHOOL AND REC ACTIVITIES. HE ALSO SAID HE WILL TRY TO COME TO SCHOOL NEXT WEEK BUT ""THERE IS A 'BIG' IRANIAN MAN THAT I WILL SEE, IF THIS MAN SAYS ""NO, DON'T GO TO SCHOOL FOR PROTEST"" I WONT. [REDACTED] ALSO SAID THIS MAN TELLS THE IRANIANS TO PROTEST."
SCA14.1136,2014-12-01,Minor,,,"SCA Secondary School Coordinator [REDACTED 1] witnessed [REDACTED 2] punch [REDACTED 3] while in the rec area aat lunch time. Assistance was provided from Wilsons Secueity, statements from both students taken and they were suspended for 1 day"
SCA14.0221,2014-05-07,Information,Program Issue,,"A CSO, [REDACTED 1] informed that two transferees (minors) did not have IDs. I informed [REDACTED 1] to ask the SCA representative to make a copy of her transferee escort form. [REDACTED 2] from SCA said she did not have the form. The boat numbers of all transferees were taken down. [REDACTED 3] and [REDACTED 4] were the two without ids. [REDACTED 5] from SCA was the teacher in charge of the class."
SCA14.0770,2014-09-25,Minor,,,UAMs involved in peaceful protest in their compound
SCA14.0271,2014-06-01,Major,,,"TSO [REDACTED 1] was approached by [REDACTED 2] asking for a lollipop, upon refusal [REDACTED 2] repeatedly poked [REDACTED 1] with wire resulting in a puncture wound. [REDACTED 2] then picked up a plastic knife and repeatedly pocked TSO [REDACTED 1] again. TSO [REDACTED 1] defended himself by pushing [REDACTED 2] away. Incident escalated, investigated by Wilsons Security and NPF to investigate incident."
SCA14.0124,2014-03-12,Information,SELF-HARM THREAT,,Statement: [REDACTED] transferee was angry und upset and was threatening to jump from the hill.
SCA14.0045,2014-02-02,Information,Concern for minor raised,,"Poppy, save the children reported that there were child protection concerns at OPC3, Alleged victim, [REDACTED 1], Alleged offender [REDACTED 2]."
SCA14.0108,2014-03-08,Information,SELF-HARM THREAT,,Poppy CSPW me with [REDACTED] ([REDACTED] admitted that she had suicidal tendencies and had attempted suicide approxiamately two weeks ago
SCA14.0200,2014-04-22,Minor,,,"On 22/4/14 at approx 12.oopm, [REDACTED 1] advised that on evening of 20/4/14 CSO [REDACTED 2] confiscated and ripped up and disposed of an IHMS medical letter allowing [REDACTED 3] to access milk and biscuits/fruit outside normal mess hrs. [REDACTED 1] states that CSO confiscated and disposed of a large number of letters on night of 20/4/14 and refused to allow other families to access these items"
