ref,date,reclassified,"riskRating",category,details
SCA15.0549,21/08/2015,NO,MAJOR,Assault on a Minor,AT 17:45 SAVE THE CHILDREN STAFF [REDACTED] AND [REDACTED] EXITED AREA 10 AND ENTERED THE VOLLEYBALL COURT AREA NEAR THE MESS. [REDACTED] REPORTED TO [REDACTED] AND [REDACTED] THAT [REDACTED] WAS FIGHTING WITH HIM. [REDACTED] THEN SHOWED THE SAVE THE CHILDREN STAFF HIS ARM WHICH HAD BEEN SCRATCHED AND THE SKIN HAD BEEN BROKEN. THE SCRATCH WAS VERY SHALLOW AND THERE WAS NO BLEEDING. [REDACTED] WALKED WITH [REDACTED] TO ASK HIS MOTHER IF SHE WOULD LIKE HIM TO VISIT IHMS. HIS MOTHER WAS IN THE SHOWER. WILSON'S INFORMED [REDACTED] THAT THEY HAD FOLLOWED UP WITH [REDACTED]'S MOTHER. [REDACTED] SPOKE TO [REDACTED] ABOUT THE INCIDENT AND ALSO IN FORMED [REDACTED]'S FATHER.
SCA15.0550,21/08/2015,NO,MAJOR,Assault on a Minor,"AT 20:20 SAVE THE CHILDREN STAFF MEMBER [REDACTED] SPOKE TO SAVE THE CHILDREN STAFF MEMBER [REDACTED] AT THE ENTRANCE GATE TO AREA 10 NEAR THE VOLLEYBALL COURT. [REDACTED] TOLD [REDACTED] THAT [REDACTED] ALLEGED A SECURITY GUARD FROM WILSON'S HAD SQUEEZED HIS EAR. [REDACTED] POINTED OUT THE GUARD AND [REDACTED] ASKED THE GUARD FOR HIS ID. WILSON'S STAFF SAT WITH [REDACTED], [REDACTED] AND [REDACTED] TO ASK THE BOYS WHAT HAPPENED WITH THE ASSISTANCE FROM A WILSON'S CULTURAL ADVISOR. [REDACTED] COMPLAINED THAT THE OFFICER [REDACTED] HAD CONTINUALLY SQUEEZED HIS EAR WHILE WALKING HIM TO THE GATE OF AREA 10. [REDACTED] ALLEGED WHEN HE WAS AT THE GATE ISRAEL PUSHED HIM THROUGH THE GATE. [REDACTED] WAS REMOVED BECAUSE HE WAS TRYING TO GET IN TO TENT [REDACTED] BUT WAS NOT ALLOWED. ISRAEL EXPLAINED TO THE WILSON'S CULTURAL ADVISOR IHMS HAD REQUESTED HIS ASSISTANCE TO KEEP THE CHILDREN OUT. [REDACTED] CLAIMED [REDACTED] WAS REMOVED FIRST BY [REDACTED] GRABBING HIS T-SHIRT FROM BEHIND. [REDACTED] ALSO CLAIMED HE WAS PUSHED OUT THROUGH THE GATE AT AREA 10."
SCA15.0551,22/08/2015,NO,MAJOR,Self-Harm Threat,"ON 22/08/2015 AT 12.15PM CASE WORKER [REDACTED] (CW) AND CW [REDACTED] WERE SPEAKING WITH ASYLUM SEEKER [REDACTED] ([REDACTED]. AGE [REDACTED]) IN THE PLAYGROUND LOCATED IN AREA 11 OF RPC 3. ALSO PRESENT WAS [REDACTED] ASYLUM. SEEKER [REDACTED] CW WAS SPEAKING WITH [REDACTED] AS SHE WAS OBSERVED TO BE CRYING. [REDACTED] REPORTED BEING UPSET GIVEN HER MOTHER ASYLUM SEEKER [REDACTED] REFUSING TO ALLOW HER TO ATTEND OPEN CENTRE.
 • [REDACTED] STATED SHE WANTED TO DIE ""I WANT TO DIE""
 • [REDACTED] STATED ""I HAVE BEEN HERE TOO LONG, I DON'T WANT TO BE HERE ANYMORE""
 • [REDACTED] THEN ADVISED THAT [REDACTED] HAD ASKED HIM FOR WASHING POWDER EARLIER THAT DAY TO WHICH HE REFUSED.
 • [REDACTED] STATED SHE WOULD NOT DRINK WASHING POWDER AS IT WOULD NOT WORK AND SHE DIDN'T WANT TO SUFFER.
 • [REDACTED] WAS RELUCTANT TO ENGAGE IN SAFETY PLANNING AND STATED ""IF I WANT TO DO IT I WILL DO IT"",
 CW SPOKE WITH [REDACTED] WHO AGREED TO WATCH [REDACTED] THIS AFTERNOON AND ALLOW HER TO STAY HIS TENT TO SLEEP. [REDACTED] STATED SHE WANTED TO STAY IN HER [REDACTED]'S TENT AND REPORTS A GOOD RELATIONSHIP WITH HIM. [REDACTED] STATED SHE WAS GOING TO RETURN TO HER [REDACTED]S TENT TO SLEEP FOR THE AFTERNOON. DURING THE ABOVE CONVERSATION [REDACTED] PRESENTED AS DISTRESSED AND WAS CRYING."
SCA15.0552,22/08/2015,NO,MINOR,Self-Harm Threat,"CASE WORKER [REDACTED] WAS SITTING AT A TABLE IN THE MESS WHEN HE WAS APPROACHED BY [REDACTED] AT APPROXIMATELY 1230HRS. [REDACTED] ADVISED SHE WAS UPSET WITH IHMS NOT PROVIDING A RESPONSE AND APPOINTMENT FROM A COMPLAINT SUBMITTED ON THE 19/08/2015 REGARDING A HEALTH ISSUE WITH HER LIPS. [REDACTED] ADVISED THAT IF SHE DID NOT RECEIVE TREATMENT TO HAVE 'GEL' REMOVED FROM THE LEFT SIDE OF HER LIP, SHE WOULD CUT IT OUT HERSELF. [REDACTED] REPORTS SHE WAS PROMISED AN APPOINTMENT AND STATED SHE HAS BEEN WAITING 3 WEEKS."
SCA15.0553,22/08/2015,NO,MAJOR,Assault on a Minor,"AT 13:45 WHILE ON THE AFL EXCURSION SCA STAFF MEMBER [REDACTED] AND WILSON'S SECURITY OFFICER [REDACTED] ESCORTED [REDACTED], [REDACTED], [REDACTED], [REDACTED] AND [REDACTED] TO TOILETS AT THE AIWO PETROL STATION WHILST SCA [REDACTED] REMAINED WITH THE REST OF THE GROUP AT THE AIWO OVAL.
 WHILE IN THE PETROL STATION THE CHILDREN WERE EXCITED BY THE FOOD AND ATTEMPTED SEVERAL TIMES TO TOUCH IT. ON LEAVING, [REDACTED] JUMPED INTO A SCA VEHICLE THAT WAS FILLING UP WITH PETROL WITHOUT THE PERMISSION FROM STAFF OR SECURITY. SCA [REDACTED] AND WILSONS OFFICER [REDACTED] ASKED [REDACTED] TO EXIT THE VEHICLE IMMEDIATELY AND SHE DID SO.
 ON LEAVING THE PETROL STATION, [REDACTED] RAN OFF FROM THE GROUP. SCA STAFF MEMBER [REDACTED] ASKED [REDACTED] TO MIND THE 4 REMAINING CHILDREN WHILST RUNNING AFTER [REDACTED]. WHEN SCA [REDACTED] CAUGHT UP TO [REDACTED] AND WAS TALKING TO HER, SCA [REDACTED] TURNED AROUND TO OBSERVE [REDACTED] GRIPPING [REDACTED]'S LEFT WRIST. [REDACTED] WAS TRYING TO PULL HIS WRIST AWAY AND SAYING ""LET GO OF MEN ""YOU'RE HURTING ME"". SCA [REDACTED] IMMEDIATELY ASKED [REDACTED] TO LET GO OF [REDACTED]'S WRIST AND HE DID SO WILLINGLY. SCA EX[REDACTED]ED [REDACTED]'S WRIST AND THERE WAS RED MARKS AND A PINCH MARK. SCA [REDACTED] ASKED [REDACTED] WHY HE WAS HOLDING ONTO [REDACTED]'S WRIST AND RESPONDED THE CHILDREN WERE TRYING TO RUN ON THE ROAD. SCA [REDACTED] DID NOT WITNESS THIS DUE TO RUNNING AFTER [REDACTED].
 AS SCA [REDACTED] WAS DISCUSSING THE INCIDENT WITH [REDACTED], THE BUS WITH THE REMAINING CHILDREN AND [REDACTED] ARRIVED. THE OTHER 4 CHILDREN BOARDED THE BUS BUT [REDACTED] REFUSED TO GET ON THE BUS HOWEVER HE OBLIGED ONCE STAFF HAD CALMED HIM DOWN."
SCA15.0554,22/08/2015,NO,MAJOR,Assault on a Minor,"AT 2020 OUT THE FRONT OF THE INTERNET ROOM [REDACTED] WAS VERY UPSET AND REFUSED TO LEAVE THE AREA (AS IT WAS YOUTH INTERNET TIME). WHEN ASKED TO LEAVE [REDACTED] REFUSED AND SAID THAT THE GUARD HAD HIT HIM. [REDACTED] WAS REFERRING TO A LOCAL GUARD ON DUTY AT THE TIME. SCA STAFF MEMBER [REDACTED] SUGGESTED HE COME TO THE VOLLEYBALL AREA WHERE [REDACTED] COULD TALK TO HER MORE ABOUT IT. WHEN ASKED WHERE HE HAD BEEN HIT HE POINTED TO THE SMALL OF HIS BACK. SCA STAFF MEMBER [REDACTED] ASKED TO SEE HIS BACK, HE SAID IT HAD NOT LEFT A MARK THEREFORE HMS WAS NOT OFFERED. SCA STAFF MEMBER [REDACTED] ASKED IF ANY OTHER CHILDREN SAW HIM GET HIT [REDACTED] RESPONDED THAT 'THEY DIDN'T SEE'. SCA [REDACTED] THEN ASKED [REDACTED] IF SHE COULD WALK HIM HOME AND TALK WITH HIS FATHER, [REDACTED] SAID HE DID NOT WANT 'YOU TO TALK TO MY FATHER'. SCA [REDACTED] WALKED [REDACTED] TO THE GATE NEAR HIS HOME."
SCA15.0558,22/08/2015,NO,INFORMATION,INFORMATION,"ON 25 AUGUST 2015 1 [REDACTED]), RECEIVED THE ATTACHED COMPLAINTS FROM [REDACTED] WHICH STATES THAT IF HE DOES NOT GET A RESPONSE 'WE WILL LEAVE THE COMPOUND WITHOUT PRIOR PERMISSION'"
SCA15.0557,24/08/2015,NO,MINOR,SELF HARM THREAT,"SENIOR CASEWORKER [REDACTED] ATTENDED [REDACTED] ACCOMMODATION. [REDACTED] REPORTED THAT HE AND HIS MOTHER, [REDACTED] ARE EXPERIENCING HEIGHTENED FRUSTRATION AND DISTRESS AS NO INFORMATION HAS BEEN PROVIDED REGARDING HIS SISTER, [REDACTED]'S WELL BEING FOLLOWING HER MEDICAL EVACUATION ON 20.08.15. [REDACTED] STATED 'IT HAS BEEN FOUR DAYS. IT IS THE 21ST CENTURY. WHY DO WE HAVE NO INFORMATION? IT IS NOT ACCEPTABLE FOR US'. [REDACTED] STATED THAT HE FELT THAT SOMETHING 'BAD HAS HAPPENED TO [REDACTED] AND IT IS BEING COVERED UP, WHY ELSE WOULD WE HAVE NO INFORMATION.' [REDACTED] REPORTED FEELING A LOT OF PRESSURE ON HIMSELF AND HIS FAMILY OVER 'THREE MONTHS', STATING THAT HE FEELS THAT HE IS BEING 'PUSHED TO THE RED LINE, AND ONCE I GET THERE, NOBODY WILL BE ABLE TO TALK ME OUT OF IT. I WILL SACRIFICE MYSELF FOR MY FAMILY - WHAT ELSE CAN I DO?"" SCW EXPLORED THIS STATEMENT. [REDACTED] WOULD NOT DISCLOSE HOW OR WHEN HE WOULD SACRIFICE HIMSELF THOUGH STATED 'THEY WILL NOT LET ME DIE, BUT I WILL DO THIS. I AM LOGICAL ABOUT THIS'. SCW ASKED [REDACTED] HOW HE BELIEVED HIS 'SACRIFICE' WOULD AFFECT HIS MOTHER, [REDACTED]. [REDACTED] STATED THAT [REDACTED] COULD NOT GET 'ANY WORSE' AND THAT HE BELIEVED HIS ACTIONS WOULD RESULT IN A POSITIVE OUTCOME FOR HIS MOTHER."
SCA15.0559,26/08/2015,NO,MINOR,NON-COMPLIANCE,"WEDNESDAY AFTERNOON AT 15.40 SAVE THE CHILDREN CASE WORKERS [REDACTED] AND [REDACTED] (CW) WERE SITTING WITH ASYLUM SEEKER (AS)[REDACTED] AND [REDACTED] , AGE [REDACTED] ) OUTSIDE ECHO IN RPC 3. [REDACTED] REPORTED THAT ON MONDAY 24/08/2015 SHE WAS WALKING TO THE BUS STOP TO CATCH THE SCHOOL BUS WHEN SHE OBSERVED TWO MALE NAURUAN SECURITY GUARDS ""TOUCHING' CHILDREN. SHE FURTHER REPORTED THAT AFTER THE GUARDS USED THE SECURITY WAND THEY THEN PATTED THE CHILDREN DOWN. SHE THEN IDENTIFIED SPECIFICALLY SEEING AS [REDACTED] ([REDACTED] , AGE [REDACTED]) AND [REDACTED] ([REDACTED] , AGE [REDACTED] ) BEING PATTED DOWN.
 [REDACTED] THEN DEMONSTRATED BY PATTING HER CHEST, STOMACH AND THIGH AREA WITH CLOSED FISTS.
 CW'S THEN SPOKE WITH AS [REDACTED] ([REDACTED], AGE [REDACTED] ) WHO REPORTED THAT ON MONDAY
 24/08/2015 WHEN SHE WAS SITTING ON THE SCHOOL BUS SHE OBSERVED CHILDREN BEING PATTED DOWN BY TWO NAURUAN SECURITY GUARDS AT ECHO, SPECIFICALLY [REDACTED]"
SCA15.0560,27/08/2015,NO,MAJOR,Assault on a Minor,"AT 13.30 AT RPC 1 SCHOOL, [REDACTED] ([REDACTED] , [REDACTED] YEARS) STATED THAT HIS MOTHER, [REDACTED] , HAD HIT HIM ON THE LEG, ARM AND BACK AND MENTIONED A STICK, IT WAS DIFFICULT TO UNDERSTAND DUE TO HIS LIMITED ENGLISH. [REDACTED] (SCA) VISUALLY INSPECTED HIS LEG AND ARM AND FOUND NO MARKS. [REDACTED] STATED THAT THERE WERE NO SORES ON HIS BACK.[REDACTED] WAS ASKED IF HE WOULD LIKE TO GO TO IHMS FOR MEDICAL TREATMENT. HE REPLIED THAT HE WOULD .[REDACTED] INFORMED HIM THAT WE WOULD CALL THE CASEWORKER SO THAT HIS MOTHER COULD TAKE HIM. [REDACTED] THEN STATED THAT HE SUSTAINED THE INJURIES DURING PLAY TIME AT SCHOOL.
 THE CASE MANAGER [REDACTED] (SCA) WAS INFORMED AND SHE STATED THAT SHE WOULD CONTACT THE FAMILY FOR [REDACTED] TO BE TAKEN TO IHMS."
SCA15.0561,28/08/2015,NO,MAJOR,Self-Harm Threat,"AT 5:20 PM, [REDACTED] APPROACHED SCA STAFF MEMBER [REDACTED] IN WHAT APPEARED TO BE A SUBDUED MOOD. [REDACTED] DID NOT TALK TO THE STAFF MEMBER, LOOKING AT THE GROUND BUT RESTING HIS HEAD ON HER SHOULDER AS SHE WAS STANDING NEXT TO HIM. [REDACTED] ATTEMPTED TO TALK TO [REDACTED] HOWEVER HE DID NOT RESPOND. THIS CONTINUED FOR AROUND FIVE MINUTES. AT 5:30 PM, [REDACTED] AGAIN APPROACHED THE STAFF MEMBER AND SAID IN A SERIOUS TONE ""WAIT AND SEE WHAT I DO TO MYSELF TONIGHT, I AM GOING TO KILL MYSELF WITH A KNIFE"". THE STAFF MEMBER ATTEMPTED TO TALK TO [REDACTED] ABOUT THIS FURTHER, ASKING IF HE HAD A KNIFE HOWEVER HE DID NOT RESPOND. [REDACTED] SPOKE TO [REDACTED] ABOUT THE SERIOUSNESS OF THIS, AND SPOKE ABOUT SAFE PLACES AND PEOPLE TO USE WHEN HE IS FEELING SAD. AFTER THIS CONVERSATION [REDACTED] STATED ""I AM GOING TO BE SAFE"", SMILED AND WALKED AWAY."
SCA15.0562,28/08/2015,NO,MINOR,NON-COMPLIANCE,"AT 1740, SCA RECREATION WORKER [REDACTED] WAS CLEANING THE PRE-TEEN TENT (TENT [REDACTED] ) AFTER A RECREATION SESSION. SHE HEARD BANGING NOISES FROM THE NEXT TENT (TENT[REDACTED] ). NOBODY SHOULD HAVE BEEN PRESENT IN THE TENT DURING THIS TIME AS THE YOUTH RECREATION SESSION HAD BEEN RUN IN THE INTERNET ROOM. UPON INSPECTION OF THE TENT, SCA REC WORKER [REDACTED] OBSERVED TWO YOUTHS ATTEMPTING TO CONCEAL THEMSELVES BEHIND A BOARD AT THE REAR OF THE TENT. THEY WERE NOTED TO BE [REDACTED] AND [REDACTED] . REC WORKER [REDACTED] REQUESTED FOR BOTH TO LEAVE THE TENT AND THEY DID SO IMMEDIATELY THROUGH THE REAR OF THE TENT. WHEN LEAVING AREA 10, [REDACTED] WAS TALKING WITH TWO WILSONS SECURITY GUARDS AT THE GATE TO AREA 10. HE TOLD THE SECURITY GUARDS THAT THREE OF HIS FRIENDS WERE STILL IN THE YOUTH SPACE OF AREA 10. ONE OF THE WILSONS SECURITY GUARDS CALLED FOR 'ROMEO 2' OVER THE RADIO. REC WORKER [REDACTED] THEN LEFT THE AREA."
SCA15.0563,28/08/2015,NO,MINOR,Abusive / Aggressive Behaviour,"AT 7 PM, SCA RECREATION WORKER [REDACTED] WAS APPROACHED BY [REDACTED]. SHE ASKED IF [REDACTED] COULD NOT LET HER SON [REDACTED] INTERACT WITH MINOR [REDACTED] . WHEN QUESTIONED ABOUT WHY SHE WANTED THIS IT WAS EXPLAINED TO SCA [REDACTED] THAT [REDACTED] AND [REDACTED] ARE FIGHTING.[REDACTED] LOOKED UPSET WHEN STATING THIS, AND EXPLAINED THAT SHE WANTED HER SON TO HAVE NOTHING TO DO WITH [REDACTED] OR HIS [REDACTED] . IN ADDITION TO THIS [REDACTED] TOLD SCA [REDACTED] LATER THAT HE WAS NOT ALLOWED TO PLAY WITH [REDACTED] , LOOKING SAD, LATER IN THE EVENING [REDACTED] AND HIS F[REDACTED] ATTENDED THE RECREATION TENT, AND SAT WITH HIS [REDACTED] FOR THE ENTIRETY. IT WAS OBSERVED THAT HE WAS ENSURING THAT [REDACTED] DID NOT INTERACT WITH [REDACTED] . [REDACTED] APPEARED AGITATED DURING THIS TIME WHILE WITH [REDACTED] ."
SCA15.0564,29/08/2015,NO,MINOR,NON-COMPLIANCE,"ON THE 29TH AUGUST 2015 AT 1330 SCA CASEWORKER (CW) [REDACTED] AND CASEWORK COORDINATOR ADULT (CCA) [REDACTED] WERE SITTING WITH [REDACTED] AND [REDACTED] . [REDACTED] STATED THAT HIS FAMILY MEMBERS WERE BECOMING VERY FRUSTRATED WITH HIS NIECE, [REDACTED] ([REDACTED] , AGE [REDACTED] ). [REDACTED] STATED THAT [REDACTED] CONSISTENTLY ASKS TO PARTICIPATE IN OPEN CENTRE. [REDACTED] STATED THAT NONE OF THE FAMILY MEMBERS ARE ELIGIBLE FOR OPEN CENTRE, EXCEPT FOR [REDACTED], AS THEY HAVE REFUSED TO ATTEND THEIR REFUGEE STATUS DETERMINATION (RSD) HAND DOWN. [REDACTED] STATED THAT [REDACTED] KNOWS SHE IS UNABLE TO PARTICIPATE IN OPEN CENTRE WITHOUT AN ADULT FAMILY MEMBER. [REDACTED] STATED THAT THE FAMILY ARE VERY FRUSTRATED AND ANGRY AND SOMETIMES THEY FEEL LIKE PHYSICALLY DISCIPLINING [REDACTED] BECAUSE THEY DON'T KNOW HOW ELSE TO RESPOND TO HER REPEATED REQUESTS. [REDACTED] INDICATED THAT NO FAMILY MEMBER HAS HIT [REDACTED] AND NOR WERE THEY GOING TO IN THE IMMEDIATE FUTURE HOWEVER, THEY WERE ALL FEELING VERY ANGRY AND FRUSTRATED AND STARTING TO CONSIDER THIS COURSE OF ACTION. CW [REDACTED] AND CCA [REDACTED] SPOKE AT LENGTH WITH [REDACTED] AND [REDACTED] ABOUT THE INAPPROPRIATENESS OF THIS ACTION. CW [REDACTED] AND CCA [REDACTED] SPOKE WITH [REDACTED] AND [REDACTED] ABOUT ALTERNATIVE WAYS TO MANAGE THIS SITUATION. CW [REDACTED] ADVISED THAT IF ANYONE IN THE FAMILY WAS TO PHYSICALLY DISCIPLINE [REDACTED] THEN THEY WOULD NOT BE COMPLYING WITH THE RULES OF THE CENTRE. [REDACTED] AND [REDACTED] UNDERSTOOD THIS AND INDICATED THAT THEY WERE EXPLORING ALTERNATIVE BEHAVIOUR MANAGEMENT STRATEGIES. CW [REDACTED] AND CCA [REDACTED] ADVISED [REDACTED] AND [REDACTED] THAT THEY WOULD RAISE THEIR CONCERNS WITHIN THE WELFARE TEAM AND EXPLORE THE POSSIBILITY OF ESCALATING THEIR CONCERNS WITHIN THE NAURU RPC3 STAKEHOLDER FORUMS."
SCA15.0565,29/08/2015,NO,MINOR,Threat of harm,"ON THE 29/08/2015 AT 2PM SAVE THE CHILDREN, CASE WORKER, [REDACTED] ATTENDED THE TENT OF [REDACTED] . [REDACTED] ASKED CW [REDACTED] , WITH THE HELP OF HER OLDEST SON TO INTERPRET, IF CW BLAIR COULD MAKE SURE THAT DURING RECREATION TIME, SAVE THE CHILDREN WOULD MAKE SURE HER YOUNGEST CHILD, [REDACTED] WAS KEPT SAVE. [REDACTED] EXPLAINED THAT [REDACTED] HAD THREATED TO HIT HER SON. CW BLAIR ASKED WHAT THE FIGHTING WAS ABOUT, [REDACTED] STATED, ""HE'S CRAZY'.
 DUE TO NOT HAVING AN INTERPRETER, CW [REDACTED] ARRANGED TO COME AND SPEAK WITH THE FAMILY FURTHER ABOUT THE CONFLICT ON THE 30/08/2015 AND ENCOURAGED THE FAMILY TO KEEP THEIR DISTANCE AND RAISE ANY CONCERNS WITH SECURITY IF NEED.
 CW [REDACTED] IS AWARE THROUGH AN OCCURRENCE REPORT DATED THE 28/08/2015 THAT [REDACTED] ATTENDED THE RECREATION TENT WITH HIS SON AND PRESENTED AGITATED DURING THIS TIME, [REDACTED] WAS ALSO PRESENT."
SCA15.0566,30/08/2015,NO,MAJOR,Bullying & Harrassment,"ON THE 30/08/2015 AT 12:30PM SAVE THE CHILDREN, CASE WORKER, [REDACTED] (CW [REDACTED] ) ATTENDED THE TENT OF [REDACTED] WITH FARSI INTERPRETER [REDACTED] TO FOLLOW ON IR290813. CW [REDACTED] ASKED [REDACTED] TO EXPLAIN IN DETAIL THE CONFLICT THAT WAS OCCURING BETWEEN THEM AND [REDACTED]. [REDACTED] EXPLAINED THAT ON THURSDAY (27/08/2015) HER SON [REDACTED] HAD A FIGHT WITH [REDACTED] 'S SON, [REDACTED] , (BOTH CHILDREN ARE [REDACTED] YEARS OF AGE). [REDACTED] EXPLAINED LATER THAT EVENING WHILST [REDACTED] WAS IN THE GYM WITH HER, [REDACTED] ENTERED THE GYM AND TOLD [REDACTED] THAT IF HE HIT HIS SON AGAIN THAT HE WOULD HIT HIM. [REDACTED] THEN LEFT KICKING A BIN ON HIS WAY OUT. THIS WAS WITNESSED BY ASYLUM SEEKER [REDACTED] .
 [REDACTED] EXPLAINED THAT SINCE THIS TIME [REDACTED] IS TOO SCARED TO LEAVE THEIR TENT OR ATTEND THE RECREATION SPACE. WHEN HE SEES [REDACTED] HE HIDES BEHIND HIS PARENTS. [REDACTED] REPORTED THAT [REDACTED] WAS UNABLE TO SLEEP THURSDAY NIGHT.
 CW [REDACTED] SAFETY PLANNED WITH [REDACTED] TO ENSURE THAT [REDACTED] WAS ALWAYS SUPERVISED AND TO ALERT SECURITY IF ANY FURTHER CONCERNS ARISE.
 CW [REDACTED] IS AWARE THROUGH AN OCCURRENCE REPORT DATED THE 28/08/2015 THAT [REDACTED] ATTENDED THE RECREATION TENT WITH HIS SON AND PRESENTED AGITATED DURING THIS TIME. [REDACTED] WAS ALSO PRESENT."
SCA15.0569,30/08/2015,NO,MINOR,NON-COMPLIANCE,"ON THE 30/08/2015 AT 18:45, SCA RECREATION WORKER [REDACTED] ENTERED AREA 10 AND UNKNOWN WILSON'S STAFF ADVISED WORKERS THAT SEVERAL CHILDREN WERE UNSUPERVISED IN TENT [REDACTED] . STAFF ENTERED THE TENT AND SAW [REDACTED], [REDACTED], [REDACTED], [REDACTED] AND [REDACTED] UNACCOMPANIED. STAFF SPOKE TO THE CHILDREN ABOUT BEING IN THE SPACE WITHOUT SCA PRESENCE AND ALL CHILDREN, [REDACTED] ACKNOWLEDGED THIS AND LEFT THE SPACE. [REDACTED] REFUSED TO LEAVE THE TENT SO SCA [REDACTED] SOUGHT ASSISTANCE FROM WILSON'S TO LOCATE HER FATHER. WITHIN MINUTES, [REDACTED] ARRIVED AND TRIED TO PERSUADE [REDACTED] TO LEAVE THE SPACE. [REDACTED] WAS UNRESPONSIVE AND WOULDN'T ENGAGE IN CONVERSATION WITH [REDACTED] OR RECREATION STAFF. AFTER ROUGHLY 15 MINUTES, [REDACTED] EXITED THE TENT WITH [REDACTED]."
SCA15.0567,31/08/2015,NO,MINOR,NON-COMPLIANCE,"ON 31 AUGUST 2015 CASE WORKER [REDACTED] HAD A BRIEF DISCUSSION WITH ASYLUM SEEKER [REDACTED] ([REDACTED], AGE [REDACTED]) AT RPC3 IN THE VOLLEYBALL AREA. [REDACTED] DISCLOSED THAT HE HAD NOT GONE TO SCHOOL TODAY AS HE WAS UNWELL AND WAS HEADING TO THE INTERNET ROOM TO PLAY THE COMPUTER GAME ""GRAND THEFT AUTO"". CW DISCUSSED THE INAPPROPRIATENESS OF [REDACTED] PLAYING THIS VIOLENT GAME AND EXPLAINED THAT CHILDREN WERE NOT ALLOWED TO PLAY ""GRAND THEFT AUTO"". [REDACTED] STATED HE KNEW THIS BUT IT WAS HIS ""FAVOURITE GAME"" AND WAS GOING TO PLAY IT ANY WAY. CW INQUIRED WHERE HE GOT THE GAME, [REDACTED] REPORTED THAT A FRIEND ([REDACTED] DID NOT INFORM THE NAME OF HIS FRIEND) HAD PLACED IT ON HIS USB."
SCA15.0568,31/08/2015,NO,MINOR,Abusive / Aggressive Behaviour,"AT 12.10 PM, ON 31/08/15, [REDACTED] ([REDACTED] YEARS, [REDACTED]) AND [REDACTED] ([REDACTED] YEARS, [REDACTED]) HAD AN ALTERCATION. [REDACTED] SLAPPED [REDACTED] ACROSS THE FACE. DUE TO BEING IN THE CLASSROOM, [REDACTED] , WAS THE ONLY STAFF MEMBER WHO WITNESSED THIS INCIDENT. [REDACTED] WAS CALLED INTO THE ROOM AND TOOK [REDACTED] AWAY TO DISCUSS THE INCIDENT AND [REDACTED] ( TEACHER) TOOK [REDACTED] TO THE KITCHEN AND PUT ICE ONTO HIS FACE AS IT WAS RED FROM THE SLAP. ALL PARENTS WERE SPOKEN TO ABOUT THE INCIDENT."
SCA15.0570,01/09/2015,NO,MINOR,Abusive / Aggressive Behaviour,"ON THE 1/09/2015 AT APPROXIMATELY 10:15AM SCA STAFF MEMBER [REDACTED] WAS WALKING THROUGH THE VOLLEY BALL COURT AT RPC3 AND STOPPED TO TALK TO [REDACTED] ([REDACTED] [REDACTED]YRS). DURING THE CONVERSATION STAFF INQUIRED AS TO WHY HE WAS NOT AT SCHOOL (NAURU COLLEGE) TODAY. HE REPLIED THAT HE AND NO ONE ELSE WAS AT SCHOOL BECAUSE OF A FIGHT YESTERDAY. STAFF ASKED IF HE WAS OK. HE REPLIED YES, BUT THAT HE DID NOT WANT TO GO TO SCHOOL. [REDACTED] THEN DISCLOSED THAT NAURUAN CHILDREN HAD PULLED A KNIFE ON THEM AT SCHOOL YESTERDAY. STAFF ASKED HIM TO CLARIFY AND HE STATED THAT THE NAURUAN BOYS WERE ALLEGEDLY TOUCHING 'THE GIRLS' AND THEY ALLEGEDLY ""PULLED A KNIFE ON [REDACTED]"" [REDACTED] [REDACTED]YRS). STAFF ASKED IF THIS HAD BEEN REPORTED AND [REDACTED] ANSWERED NO AND THAT HE MIGHT TALK TO CONNECT WHEN THEY ARRIVED AT RPC3 AT 1 LAM TODAY, FOR A MEETING WITH THE CHILDREN NOT ATTENDING SCHOOL."
SCA15.0571,02/09/2015,NO,MINOR,SELF HARM THREAT,"ON THE 02/09/2015 (CW) [REDACTED] WAS SPEAKING WITH ASYLUM SEEKER (AS) [REDACTED] OUTSIDE OF HER TENT IN AREA I RPC3. CW WAS DISCUSSING WITH AS [REDACTED] WHY HER CHILD AS [REDACTED]A ([REDACTED],AGE [REDACTED]) WAS NOT ATTENDING SCHOOL. AS [REDACTED] ADVISED AS [REDACTED] INFORMED HER SHE WOULD JUMP FROM THE FIRST FLOOR OF A BUILDING IF AS [REDACTED] ASKED HER TO ATTEND SCHOOL. AS [REDACTED] CONFIRMED THAT AS [REDACTED] IS CURRENTLY NOT ATTENDING SCHOOL AND SHE WOULD NOT REQUEST HER TO RETURN TO SCHOOL."
